,iNKT_VD1,iNKT_VD2,DysiNKTD1,DysiNKTD2,iNKTD1,iNKTD2
ENSG00000099866,2.807482,1.66251,1.764881,0.622075,0.380526,0.185333
ENSG00000099875,246.029163,155.17378,195.536157,159.057781,122.628333,129.311084
ENSG00000099889,6.412903,3.176596,1.289771,1.563799,0.240215,1.965085
ENSG00000099899,79.261741,66.751123,68.318379,65.266936,42.817737,52.878171
ENSG00000099901,76.916043,89.310095,61.711436,75.227882,236.500497,133.660554
ENSG00000099904,43.479366,44.395143,49.74648,52.014571,25.03764,43.845569
ENSG00000099910,18.780684,25.000972,17.884214,21.182976,14.009124,25.168394
ENSG00000099917,74.976672,85.154924,129.662672,129.317244,54.813592,101.79773
ENSG00000099937,0,0,0,0,0,0
ENSG00000099940,28.245604,32.743262,24.921121,36.61253,37.761409,39.689799
ENSG00000099942,51.424053,48.090251,51.430731,46.996016,47.295426,49.429218
ENSG00000099949,42.720669,52.850213,59.957605,69.598997,26.739803,49.722352
ENSG00000099953,0.670598,0.211382,0.390689,0.262279,0.149578,0.066768
ENSG00000099954,0.094929,0.286596,0.036793,0.01616,0.109304,0.007228
ENSG00000099956,2.33532,5.901222,3.472376,3.909267,3.801755,7.579145
ENSG00000099957,0.224947,0.158803,0.196952,0.17116,0.032157,0.240771
ENSG00000099958,0.978908,2.112848,0.798396,4.187943,4.874606,10.11725
ENSG00000099960,0,0,0,0,0,0
ENSG00000099968,29.432145,28.175195,23.424614,29.62084,20.227653,24.944158
ENSG00000099974,1.500276,1.551559,1.257855,0.719318,0.699737,1.090974
ENSG00000099977,79.615465,58.748854,59.820596,53.498512,123.685216,87.926019
ENSG00000099984,0,0,0,0.112277,0,0
ENSG00000099985,4.696922,9.274054,2.065183,9.533552,45.30335,63.949715
ENSG00000099991,44.881004,33.540317,91.090772,106.301519,61.383287,89.040964
ENSG00000099992,68.787454,88.603892,100.111329,78.758785,33.873809,69.195298
ENSG00000099994,0.597398,0.273157,0.295095,0.760561,0.203686,0.264392
ENSG00000099995,79.590713,72.746715,92.540766,87.02605,72.486765,86.942683
ENSG00000099998,0.45204,1.78363,0.276147,1.15042,0.175149,0.343591
ENSG00000099999,23.422517,23.53046,17.604161,12.008577,4.07249,9.549507
ENSG00000100003,14.0742,15.309853,27.081053,15.078403,3.940905,15.239203
ENSG00000100012,0,0,0,0,0.11643,0
ENSG00000100014,16.643329,16.833431,17.395616,16.900018,16.14039,21.001791
ENSG00000100023,41.030693,50.418464,48.943394,53.87291,89.88174,61.872394
ENSG00000100024,0.560982,0.489076,1.901879,0.49005,0.115648,0.121663
ENSG00000100027,37.640912,23.516534,57.517344,38.22502,14.107617,25.322218
ENSG00000100028,99.469132,101.687141,64.621627,87.366595,135.802482,123.050196
ENSG00000100029,25.014359,23.265,21.304873,28.98378,39.399528,33.944831
ENSG00000100030,108.094293,94.134275,106.462302,90.223294,113.014515,112.239854
ENSG00000100031,21.4572,32.801687,40.376277,51.712706,41.395771,74.738183
ENSG00000100033,0.10535,0.261119,0.069183,0.411615,0.161981,0.793195
ENSG00000100034,13.564645,11.855551,16.218151,14.460625,8.653263,16.155985
ENSG00000100036,3.225749,2.654353,2.963093,2.742788,4.048044,3.713092
ENSG00000100038,30.213192,44.148217,35.715064,48.122908,18.797872,38.235392
ENSG00000100053,0,0.326832,1.352656,0.37491,0.249574,0
ENSG00000100055,129.024053,84.510482,192.228565,123.424177,66.598384,95.190549
ENSG00000100056,17.881739,20.806125,16.481682,18.787038,15.52892,21.751804
ENSG00000100058,26.593414,25.122128,30.963242,26.713379,15.260973,21.207561
ENSG00000100060,157.984803,181.04231,170.789386,201.206319,157.148362,206.860896
ENSG00000100065,0.249184,0.331087,0.399098,0.378385,0,0.041086
ENSG00000100068,10.282154,7.607465,9.560757,7.15744,2.375386,4.414066
ENSG00000100075,42.697336,46.596418,31.531168,32.584854,62.610439,45.31749
ENSG00000100077,11.665479,13.713173,10.648637,11.049943,17.894895,11.501912
ENSG00000100078,0,0,0,0,0,0
ENSG00000100079,0,0,0,0,0,0
ENSG00000100083,79.135023,76.344367,67.10069,63.510889,48.527153,46.961767
ENSG00000100084,36.57068,37.780192,42.073006,35.315662,39.570397,28.22118
ENSG00000100092,108.249073,113.649219,142.701241,131.506181,133.597315,159.637886
ENSG00000100095,0,0,0,0,0,0
ENSG00000100097,1022.177736,1218.343503,1119.644316,1297.223842,2704.035906,2475.325119
ENSG00000100099,24.984224,27.765429,20.643096,23.211472,12.716533,19.483308
ENSG00000100100,154.986014,140.587993,336.744912,295.594673,38.085253,112.186857
ENSG00000100101,0,0,0,0,0,0.078641
ENSG00000100104,11.04368,8.776349,5.849733,10.034998,16.457926,16.172876
ENSG00000100105,12.092162,10.479744,17.759616,16.408364,10.651428,14.86986
ENSG00000100106,19.078796,25.116003,31.318719,36.634747,36.335453,41.529845
ENSG00000100109,25.586589,37.359347,30.619305,46.567981,48.305416,50.45487
ENSG00000100116,18.535837,14.691739,8.441014,3.814903,18.273631,6.724841
ENSG00000100121,0,0,0,0,0,0
ENSG00000100122,0,0,0,0,0.064713,0
ENSG00000100124,27.015546,25.106914,21.492612,16.871047,18.175205,16.272569
ENSG00000100129,326.333181,320.707502,310.264595,312.264529,283.704585,255.513974
ENSG00000100138,112.44249,106.309953,89.917983,103.941616,135.572731,116.572034
ENSG00000100139,9.758368,9.609477,29.994564,33.340809,21.146254,25.339597
ENSG00000100142,67.863987,55.968326,48.72853,67.164411,92.949031,72.601909
ENSG00000100146,0.026352,0,0.033142,0,0,0
ENSG00000100147,7.987429,11.965768,12.974574,12.616235,8.111925,10.733881
ENSG00000100150,5.394577,11.483591,13.093585,9.819488,9.176304,8.28413
ENSG00000100151,1.845023,1.707601,5.876254,8.156546,3.532819,8.624527
ENSG00000100154,0.687589,0.419045,2.775655,0.314937,0.120639,0.215014
ENSG00000100156,0,0,0.549713,0,0,0
ENSG00000100162,18.32721,22.601316,17.277937,22.868634,91.180519,45.244453
ENSG00000100167,3.636023,2.773496,0.849582,0.6704,0.985287,1.331248
ENSG00000100170,0,0,0,0,0,0.0151
ENSG00000100181,2.868382,4.245144,8.781586,5.36231,1.545987,3.080902
ENSG00000100191,0,0,0,0,0,0
ENSG00000100196,0.233162,0.194924,0.644927,0.774945,0.482659,1.292914
ENSG00000100197,0.356306,1.237511,0.816048,0.671532,0,0.181819
ENSG00000100201,207.064417,242.657574,542.919238,562.212154,232.830087,364.109968
ENSG00000100206,0.649579,0.947143,0.618814,0.964706,10.617808,1.812965
ENSG00000100207,0.607517,0.541324,0.406775,0,0.199614,1.711794
ENSG00000100209,10.47926,18.020191,10.005821,8.340243,14.317669,13.148291
ENSG00000100211,21.529231,16.676557,14.06917,18.45619,7.12232,12.295042
ENSG00000100216,29.643219,34.471684,13.111825,22.365413,47.535912,44.920155
ENSG00000100218,0.535952,0.355059,0.558946,0,0.098112,0
ENSG00000100219,146.236912,191.769562,193.744976,314.484507,200.274938,417.299382
ENSG00000100220,43.065727,44.06077,30.218137,29.497762,64.073541,44.549746
ENSG00000100221,139.305007,154.36189,211.39748,110.324363,54.42128,66.081242
ENSG00000100225,74.708663,98.464769,106.919645,119.714335,104.9501,93.351143
ENSG00000100226,66.113275,59.678139,63.667243,41.629619,26.455031,37.45457
ENSG00000100227,45.873446,41.974284,55.821428,58.538579,49.584035,52.253769
ENSG00000100228,1.26845,1.165031,0.724496,0.483279,0.18521,0.095051
ENSG00000100234,0,0.01648,0,0,0,0
ENSG00000100239,66.909361,70.044974,85.046588,86.528699,45.451119,62.902874
ENSG00000100241,125.956243,134.273509,166.132287,129.67697,89.845969,101.842538
ENSG00000100242,378.85226,462.335753,682.470249,759.220285,392.195741,579.37964
ENSG00000100243,72.417297,70.24288,53.936189,61.907952,70.42848,76.900948
ENSG00000100246,16.939144,14.300558,11.74237,12.55857,6.506781,13.314918
ENSG00000100249,0,0,0,0,0,0
ENSG00000100253,0.146893,0.641824,0.565731,0.271539,0.506553,0.311463
ENSG00000100258,77.781815,83.407694,108.410178,116.044592,69.789055,113.010905
ENSG00000100263,30.325691,30.973882,30.511359,27.127372,27.620658,29.811906
ENSG00000100266,34.088803,26.794409,30.369034,22.037645,37.689587,24.335394
ENSG00000100271,12.426883,7.282485,11.924484,6.625919,5.002661,3.8164
ENSG00000100276,0.599089,0.878946,0.770894,0.374355,0,0.447001
ENSG00000100280,27.712038,33.032493,25.028983,31.235083,56.55911,44.87832
ENSG00000100281,13.141977,14.005619,15.792062,14.265936,22.323951,19.637833
ENSG00000100284,46.341071,53.21283,50.207412,46.565867,21.470144,32.33043
ENSG00000100285,0.992667,1.36111,0.514103,0.796431,5.061332,2.464145
ENSG00000100288,122.942912,119.998807,274.096542,187.204566,83.462213,143.633891
ENSG00000100290,3.643139,2.475251,3.463732,2.955384,2.770288,2.931413
ENSG00000100292,0.920509,4.12027,1.598282,5.777858,30.157239,12.505521
ENSG00000100294,5.820714,5.036426,5.690919,4.649259,8.51068,5.902067
ENSG00000100296,20.67363,21.326563,19.002436,21.67153,26.586866,19.125616
ENSG00000100297,15.242996,18.899513,15.396489,26.938848,172.689525,78.107959
ENSG00000100298,163.147334,185.855151,468.072988,375.919327,156.265801,158.485866
ENSG00000100299,66.104707,92.651313,88.530565,98.412088,25.910517,80.810051
ENSG00000100300,173.19002,169.589134,110.511585,122.962298,139.336478,167.877055
ENSG00000100302,0.304527,0.817392,0,0.384943,0,1.420062
ENSG00000100304,13.784107,14.177415,11.183359,14.288229,19.051031,16.222021
ENSG00000100307,96.162971,80.671056,106.077461,70.586366,12.300816,30.389473
ENSG00000100311,0.764576,1.166777,0.734047,2.943253,0,1.021687
ENSG00000100312,0,0,0,0,0,0
ENSG00000100314,0.09144,0.07159,0,0.101146,0.101335,0.248746
ENSG00000100316,3444.3205,2691.55576,2407.571315,1828.503698,1424.235237,1491.78603
ENSG00000100319,34.694057,41.525813,23.964403,29.78378,30.149881,35.179471
ENSG00000100320,0.938526,1.271715,0.283926,0.113655,0.706424,0.10758
ENSG00000100321,3.93675,0.73926,3.550984,0.773746,0.827007,1.226522
ENSG00000100324,22.841374,22.746033,35.10243,29.998133,18.708848,25.253508
ENSG00000100325,44.835655,48.382243,52.28135,65.757239,46.796228,64.576756
ENSG00000100330,26.575446,28.241801,36.88039,39.554994,18.999756,26.884912
ENSG00000100335,22.258671,22.906447,22.47815,20.509845,22.461829,21.680287
ENSG00000100336,5.952959,7.010553,9.317911,10.304666,6.835325,8.440393
ENSG00000100341,0,0,0,0,0,0
ENSG00000100342,31.996738,45.972911,65.265542,76.826369,47.916673,58.433562
ENSG00000100344,0.026931,0.168709,0,0.029798,0,0.026645
ENSG00000100345,413.153106,547.065509,517.683583,472.585874,366.836333,407.182298
ENSG00000100346,1.744414,3.811769,5.995156,14.195999,0.647147,5.321365
ENSG00000100347,32.979046,35.464781,30.548372,33.983829,43.337099,40.925268
ENSG00000100348,54.164789,59.034997,50.790197,47.44749,80.735261,59.623619
ENSG00000100350,0.861591,1.540193,0.776457,0.632163,1.914739,3.206501
ENSG00000100351,98.09448,121.114286,146.961525,136.217592,121.475243,176.079331
ENSG00000100353,160.132511,134.76616,136.39808,160.695237,165.969541,153.475825
ENSG00000100354,21.60272,25.324507,36.681505,27.780092,12.119623,18.544958
ENSG00000100359,87.741364,66.594294,116.477929,92.501332,41.919,105.134649
ENSG00000100360,29.596347,34.050397,26.418735,34.069318,19.853879,29.274946
ENSG00000100362,0,0,0,0,0,0
ENSG00000100364,27.536981,26.00359,19.081761,14.552789,11.274474,20.262011
ENSG00000100365,24.57478,40.796632,63.254651,99.687373,83.182831,117.374897
ENSG00000100368,1.090635,4.105629,3.582839,10.970845,4.114412,26.930238
ENSG00000100372,14.642731,15.179964,13.280218,11.934067,17.420625,18.689522
ENSG00000100373,0,0,0,0,0,0
ENSG00000100376,163.653717,40.053458,397.360813,52.514854,39.935283,18.290725
ENSG00000100379,39.572204,39.798881,38.875672,37.769663,20.841207,33.456753
ENSG00000100380,168.16078,185.440143,128.133845,131.980441,126.160061,121.695865
ENSG00000100385,221.442325,235.709362,477.506722,373.815976,204.612379,200.906381
ENSG00000100387,44.651174,43.498817,34.199277,45.803435,95.637363,73.353885
ENSG00000100393,33.588086,41.490085,52.769339,61.851954,31.289084,52.116296
ENSG00000100395,15.289923,12.234313,20.891319,20.573775,23.821472,24.487919
ENSG00000100399,0,0.103465,0.043334,0.133456,0,0.068211
ENSG00000100401,45.047973,43.733371,49.912335,38.666025,69.212196,45.938281
ENSG00000100403,21.721322,23.161998,26.067794,27.159131,29.794125,31.191874
ENSG00000100410,34.012348,31.076978,28.480655,40.747546,76.079794,48.548036
ENSG00000100412,40.001843,40.153268,46.135751,51.809293,56.412486,59.152415
ENSG00000100413,8.633128,6.970937,6.427678,6.754899,12.11506,9.370946
ENSG00000100416,66.812664,46.110912,55.410434,41.296427,46.355187,41.463239
ENSG00000100417,32.264217,35.44357,37.887786,35.214796,38.739024,40.280175
ENSG00000100418,28.654835,24.07773,37.705602,33.865425,55.161197,34.877845
ENSG00000100422,96.321624,113.452512,146.428656,144.524881,71.220952,93.469666
ENSG00000100425,34.466167,46.857206,51.664159,50.424777,24.837453,33.436388
ENSG00000100426,17.212175,19.55448,15.614069,11.91246,15.003729,14.409447
ENSG00000100427,0.332443,0,0.129063,0.113489,0.979228,0.819095
ENSG00000100429,97.568604,113.278248,156.874532,131.581347,24.346246,54.848795
ENSG00000100433,0,0,0,0,0,0
ENSG00000100439,39.753396,42.024205,30.240104,27.943565,22.517978,23.143935
ENSG00000100441,67.223327,76.552035,98.88499,93.015216,54.180017,75.202792
ENSG00000100442,45.748152,65.792126,51.919928,60.397061,77.009182,72.146234
ENSG00000100445,55.302271,76.714719,61.244259,65.718681,39.530052,51.130055
ENSG00000100448,0,0,0,0,0.403379,0
ENSG00000100450,52.881604,32.695434,254.54267,113.216165,314.946277,172.990754
ENSG00000100453,224.34068,343.800409,381.122819,433.28889,717.719803,519.436418
ENSG00000100461,44.5375,60.665791,59.602964,82.753651,85.806601,95.785599
ENSG00000100462,43.645317,47.059017,24.972048,25.7236,37.740269,17.930156
ENSG00000100473,0.326185,0.515346,0.288521,0.048647,1.405238,0.234732
ENSG00000100478,2.580661,5.354321,7.904192,7.461695,4.513509,6.135242
ENSG00000100479,4.024931,5.899373,2.228273,4.382988,24.320757,13.409889
ENSG00000100483,13.104642,13.27841,12.811599,10.055948,8.50992,12.897973
ENSG00000100485,26.455181,35.561052,44.032107,37.107548,14.885637,20.422068
ENSG00000100490,10.069504,1.650143,6.442591,12.574956,4.484856,9.678398
ENSG00000100503,55.612912,54.121777,67.450204,68.744806,54.880049,64.577799
ENSG00000100504,0,0,0.035382,0.063256,0.236162,0.055673
ENSG00000100505,0.068269,0,0.240387,0.024847,0.281906,0.087073
ENSG00000100519,83.79996,74.150539,75.556001,77.854203,87.094261,75.822596
ENSG00000100522,3.239549,4.449364,4.077306,4.959772,10.75902,9.49522
ENSG00000100523,31.729343,34.920838,44.568423,34.287144,25.564467,23.909944
ENSG00000100526,13.184264,33.45193,17.48858,23.232491,102.390536,34.845212
ENSG00000100528,92.382888,87.790156,68.484219,50.502238,65.927206,68.032651
ENSG00000100532,28.745349,24.043048,20.712657,13.068716,10.443728,15.550183
ENSG00000100554,26.169217,45.487771,24.434917,38.668705,41.295324,47.256656
ENSG00000100557,0,0,0.293278,0.234744,0,0
ENSG00000100558,0.212348,0.665904,1.468249,1.353293,0,0
ENSG00000100564,42.339319,36.641721,34.25388,26.879278,18.773114,28.447132
ENSG00000100565,0,0,0,0,0,0
ENSG00000100567,92.696073,107.313643,78.639376,102.039928,201.97566,148.439554
ENSG00000100568,39.149002,47.206243,35.300021,42.043107,58.754376,51.761798
ENSG00000100575,26.716979,38.752738,18.082399,25.78993,24.863769,18.196963
ENSG00000100577,5.472914,7.67086,5.206279,8.8588,13.423002,6.911094
ENSG00000100578,18.390124,22.637099,19.798685,24.169755,16.020866,17.932584
ENSG00000100580,9.192554,10.056185,7.984464,7.37741,9.139378,8.141336
ENSG00000100583,0.029743,0.031058,0.037404,0.098745,0.087915,0.526905
ENSG00000100591,70.694365,85.660449,51.751506,84.50092,143.493829,104.869913
ENSG00000100592,23.112178,13.408714,13.049205,10.373662,9.756806,10.219712
ENSG00000100593,0,0,0,0,0,0.103686
ENSG00000100596,14.281403,17.406597,19.398383,22.888695,26.551368,26.628432
ENSG00000100599,25.346007,28.941563,35.449529,33.765353,42.278456,50.956152
ENSG00000100600,2.460473,2.86767,1.391419,1.883179,0.930704,0.721054
ENSG00000100601,8.040675,9.493415,5.397766,9.449614,10.284754,11.326661
ENSG00000100603,61.320769,74.170695,64.724163,90.2778,93.933472,79.511202
ENSG00000100604,0.104614,0,0,0,0,0
ENSG00000100605,37.661129,45.41969,32.634084,38.293026,70.070269,50.41883
ENSG00000100612,58.643828,85.776869,99.569831,118.562357,98.699504,131.711476
ENSG00000100614,49.214001,53.885999,62.206786,66.966199,57.474547,56.261312
ENSG00000100625,1.206778,3.269314,1.742646,1.035762,1.610525,0.630098
ENSG00000100626,0.051324,0.107822,0.201914,0.099841,0.074403,0.062401
ENSG00000100628,59.117762,56.39287,83.52916,94.993133,86.055497,36.856924
ENSG00000100629,4.424976,7.675414,4.293467,4.640885,5.593319,5.026557
ENSG00000100632,115.631539,126.274414,67.346354,82.393633,188.590059,121.086014
ENSG00000100644,150.262307,169.758671,146.769752,113.144084,96.406061,91.804586
ENSG00000100647,43.581085,49.187494,55.681382,58.312126,32.993487,59.3015
ENSG00000100650,421.745181,502.779636,725.417743,856.16996,327.96638,527.47087
ENSG00000100652,0,0,0,0,0,0
ENSG00000100664,85.357777,88.261376,128.225184,126.803992,169.092736,151.859725
ENSG00000100665,0,0,0,0,0,0
ENSG00000100678,0,0,0,0,0,0
ENSG00000100697,17.550344,18.280554,25.373511,25.521863,17.711211,20.056524
ENSG00000100711,15.84225,17.502076,14.239521,18.307099,16.355086,19.48083
ENSG00000100714,42.370042,50.491446,25.881961,27.567753,86.574401,50.638169
ENSG00000100721,0,0,0,0,0.134182,0
ENSG00000100722,34.961338,36.768502,29.965142,29.005622,23.244455,24.644847
ENSG00000100726,86.011329,48.597364,55.892193,24.009912,26.595511,27.330742
ENSG00000100731,39.379027,58.035448,55.457056,59.193248,33.745503,43.563925
ENSG00000100739,0.082791,0.10026,0.208076,0,0,0
ENSG00000100744,31.069571,20.541836,25.300561,15.980723,28.825754,21.932371
ENSG00000100749,34.24993,31.767319,21.846293,28.615285,82.023721,39.061993
ENSG00000100764,161.946633,177.040679,110.296011,125.656277,257.419158,178.717872
ENSG00000100767,1.397897,2.607839,2.397016,0.811276,0.619055,0.559547
ENSG00000100784,32.893604,33.612625,25.002157,33.550427,48.587215,69.877458
ENSG00000100796,78.999994,90.495215,105.86079,111.498614,92.683449,113.833798
ENSG00000100802,17.796789,18.468554,14.90367,11.481648,7.161158,9.741548
ENSG00000100804,24.04556,22.180209,22.952987,27.211864,65.458653,36.309038
ENSG00000100811,66.987699,80.560389,65.649624,78.216544,84.710805,77.570599
ENSG00000100813,161.06946,192.425912,250.635587,269.234928,123.292141,195.721631
ENSG00000100814,62.524332,45.424686,34.641668,23.329693,28.177767,25.404625
ENSG00000100815,22.073925,21.000009,17.132881,19.538543,11.39573,13.60539
ENSG00000100823,126.437975,134.036868,63.373511,74.671508,117.140095,101.178731
ENSG00000100836,176.380735,193.660903,182.425904,182.496672,164.860031,161.930304
ENSG00000100842,0,0,0,0,0,0
ENSG00000100852,17.920626,18.254019,17.026137,12.602236,8.678356,8.250314
ENSG00000100865,25.125671,26.030625,24.54968,27.984038,34.860142,34.311673
ENSG00000100867,0.217229,0.180782,0.068237,0,0,0.047802
ENSG00000100883,47.142775,58.77979,54.162769,64.784491,60.210581,64.249495
ENSG00000100884,0.351756,0,0,0,0,0
ENSG00000100888,34.830742,41.629973,51.550902,51.02996,37.373549,47.839634
ENSG00000100889,10.956311,12.61704,19.503643,17.198328,31.581936,28.061842
ENSG00000100890,21.851682,32.70982,19.513448,35.919124,44.873167,47.905122
ENSG00000100897,85.526562,105.635145,88.132756,119.607568,104.821851,102.139572
ENSG00000100902,161.21711,174.542314,93.8739,107.473352,251.411563,179.450721
ENSG00000100906,44.114993,70.932185,67.568905,120.131888,78.531922,182.673833
ENSG00000100908,45.630762,32.388681,25.092965,13.856709,35.692206,19.976992
ENSG00000100911,289.28696,371.613561,198.000704,262.026681,523.055761,428.259984
ENSG00000100916,6.164768,8.802234,4.799362,3.122612,3.803764,6.275903
ENSG00000100918,43.653533,63.077379,68.347983,64.381027,28.335794,33.185464
ENSG00000100926,17.948528,23.680882,19.445086,30.738629,32.426535,39.617387
ENSG00000100934,28.382539,27.423153,30.113005,29.550726,34.713858,35.311112
ENSG00000100938,68.340898,78.256835,65.654009,75.232922,68.655842,63.585784
ENSG00000100941,69.963656,102.157525,115.260083,112.077989,48.166322,94.578231
ENSG00000100949,22.91577,20.932027,23.427134,33.086707,23.426776,36.277242
ENSG00000100968,0,0,0,0,0,0
ENSG00000100979,0.093075,0.39425,0,0.196151,0.159363,0.343411
ENSG00000100982,32.833751,38.691998,39.848064,46.677704,37.517956,47.378562
ENSG00000100983,34.095621,39.834613,40.433015,43.446965,52.769792,43.887126
ENSG00000100985,0.957089,0.310203,1.369562,0.219183,0,0.620555
ENSG00000100987,0,0,0,0,0,0
ENSG00000100991,73.762043,73.498629,95.1133,81.886414,56.782161,63.753492
ENSG00000100994,30.421002,33.967945,30.133914,35.657404,21.202111,33.811028
ENSG00000100997,21.397471,21.097593,22.991377,24.36389,27.223185,28.826439
ENSG00000101000,4.397174,4.359044,8.940381,8.380225,1.761802,3.939281
ENSG00000101003,2.809318,4.080748,2.300221,3.761568,23.611825,10.083435
ENSG00000101004,3.036981,1.900371,4.130003,1.449322,2.151287,1.123509
ENSG00000101017,1.118419,1.864612,0.834156,0.361395,0.31007,0.21482
ENSG00000101019,28.460009,25.421203,21.322965,31.013477,20.158179,28.813627
ENSG00000101040,11.503867,13.219517,27.166842,23.765041,13.518968,19.686653
ENSG00000101049,1.326518,2.088126,1.498263,0.706348,0,0.145804
ENSG00000101052,29.60128,24.345299,15.961572,20.721454,19.689261,15.411735
ENSG00000101057,4.493912,9.190784,7.283728,8.766243,94.633587,34.86391
ENSG00000101074,0,0,0,0,0,0
ENSG00000101076,0,0,0,0,0,0
ENSG00000101079,48.790336,42.212618,43.799901,37.202067,31.738264,35.674222
ENSG00000101082,71.983111,62.759804,184.635932,135.450948,94.505966,105.611606
ENSG00000101084,127.576878,115.056085,96.8253,81.039248,162.233609,109.882094
ENSG00000101096,40.317385,48.33802,59.144638,51.071456,42.120645,62.032388
ENSG00000101098,0,0,0,0,0,0
ENSG00000101104,47.146937,59.657045,34.167117,42.534018,18.374559,36.193536
ENSG00000101109,120.450443,136.40901,161.331113,161.974437,108.949254,149.268245
ENSG00000101115,0.24954,1.492246,0.803896,2.25001,1.299125,0.822504
ENSG00000101126,23.612201,30.454284,32.77122,35.908851,31.109238,36.173878
ENSG00000101132,59.545924,57.788509,51.008709,51.142384,68.304386,53.779178
ENSG00000101134,0,0.210055,0,0.317873,0.169629,0.477704
ENSG00000101138,36.538624,47.173376,37.841379,44.586111,49.094368,43.078099
ENSG00000101144,0.713584,1.191153,1.07439,0.909692,0.232591,0.722927
ENSG00000101146,24.277188,28.595452,21.98342,28.847805,32.545807,26.302438
ENSG00000101150,54.07843,55.585715,53.297772,64.483484,52.923519,57.308172
ENSG00000101152,44.776511,56.115373,51.844661,49.84724,50.854366,50.13709
ENSG00000101158,72.533124,78.307916,78.027453,71.324055,86.712134,62.69894
ENSG00000101160,52.753062,53.210996,63.316915,65.583628,56.853592,74.660604
ENSG00000101161,51.634062,56.731743,57.939807,65.444703,39.404774,49.643225
ENSG00000101162,0.084752,0,0.026649,0,0.015653,0.041916
ENSG00000101166,69.423755,67.24788,44.760657,43.454448,60.17971,48.275113
ENSG00000101180,0,0,0,0,0,0
ENSG00000101181,30.495688,33.411546,32.893221,38.93804,24.316051,35.16594
ENSG00000101182,206.106698,212.335997,211.04996,189.837524,386.900692,272.561054
ENSG00000101187,16.443032,17.518066,31.330968,19.235308,28.986874,17.804571
ENSG00000101188,0.832445,0.166361,3.631227,0.07834,0.065418,0.151257
ENSG00000101189,19.520443,19.926839,18.668414,14.890347,16.994944,17.026842
ENSG00000101190,14.171148,10.919321,9.891582,6.149489,3.045518,5.498377
ENSG00000101191,49.742147,51.932097,80.752292,75.929222,38.277845,58.880508
ENSG00000101193,29.310356,27.529004,42.662551,33.527151,23.486621,25.707149
ENSG00000101194,19.922288,15.417551,14.160989,4.631671,6.636242,5.978209
ENSG00000101197,0,0,0,0,0,0
ENSG00000101198,0,0,0,0,0,0
ENSG00000101199,60.843603,62.792098,67.239081,68.046867,33.261555,54.451698
ENSG00000101200,0,0,0,0,0,0
ENSG00000101203,0.041154,0,0.090995,0,0,0
ENSG00000101204,0,0,0,0,0,0
ENSG00000101210,18.804414,11.012688,3.121718,2.031553,2.04654,0.981751
ENSG00000101213,0.288411,0.251642,0.674877,0.936936,0.502154,1.071292
ENSG00000101216,8.557243,8.511108,17.737125,16.387104,13.186876,14.968757
ENSG00000101220,31.308169,34.531996,11.044583,10.651626,18.679098,14.5922
ENSG00000101222,0.259221,0.10838,0,0,0,0
ENSG00000101224,72.810131,166.260046,163.549423,274.71391,243.683122,240.483059
ENSG00000101230,0,0.061344,0,0.032506,0,0
ENSG00000101236,14.133347,16.73614,13.221237,11.673096,9.994727,12.308677
ENSG00000101246,41.477634,49.11634,41.946558,42.215461,36.998711,38.925239
ENSG00000101247,14.387529,15.790348,16.93205,16.858379,16.286246,18.769383
ENSG00000101251,0,0,0,0,0,0
ENSG00000101255,10.239435,9.632592,11.714349,8.84114,16.448844,20.115187
ENSG00000101265,33.712966,46.628782,56.292127,61.638531,61.03375,70.971409
ENSG00000101266,46.919232,57.945448,52.126509,69.488592,77.399482,67.534778
ENSG00000101276,0,0,0.061472,0.032257,0,0
ENSG00000101278,0,0.262711,0,0,0,0.746604
ENSG00000101280,0.077659,0.016208,0,0,0.034418,0.015359
ENSG00000101282,0,0.058488,0,0,0,0
ENSG00000101290,37.538503,40.944463,38.293429,37.9979,43.387821,37.798407
ENSG00000101292,0,0,0,0,0,0
ENSG00000101294,136.023316,150.823045,143.080706,140.805695,107.668432,142.266054
ENSG00000101298,7.442161,4.854744,6.192178,2.178059,0.943701,1.611259
ENSG00000101306,0.100574,0.169911,0.063221,0,0.708364,0.149407
ENSG00000101307,1.544406,1.284749,3.874323,0.683326,1.241047,1.068464
ENSG00000101310,45.187601,43.068358,33.428713,49.135323,51.299777,57.312265
ENSG00000101311,0.014025,0.703376,0.405745,0.615362,0.01706,0
ENSG00000101323,0,0,0,0,0,0
ENSG00000101327,0,0,0,0,0,0
ENSG00000101331,0,0,0,0,0,0
ENSG00000101333,0,0.055379,0.023394,0.029335,0,0
ENSG00000101335,0,0.093567,0.224576,0.059223,0.546981,0.052957
ENSG00000101336,0.051923,0,0,0,0,0
ENSG00000101337,30.23684,32.781324,29.67245,36.407972,23.981258,33.065555
ENSG00000101342,0.115168,0.12041,0.217163,0.319211,0.170342,0.456371
ENSG00000101343,21.659014,26.842476,18.64931,27.788466,26.423651,20.778676
ENSG00000101346,9.89898,10.339302,9.125743,11.316024,15.940961,14.833302
ENSG00000101347,82.788116,107.436326,88.832186,119.040292,143.488045,209.291647
ENSG00000101349,0,0,0,0,0,0
ENSG00000101350,13.584734,17.56714,12.539218,11.797068,22.338672,16.101748
ENSG00000101353,1.247428,0.522561,0.63105,1.517571,0.482969,1.580413
