,KKKD068,KKKD068_V1,KKKD068_V2,KKU055,KKU055_V1,KKU055_V2,KKU213c,KKU213c_V1,KKU213c_V2,RBE,RBE_V1,RBE_V2
ENSG00000255155,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255157,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255161,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255162,0,0,0,0,0,0,0.050516,0.076447,0.040556,0,0,0
ENSG00000255163,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255166,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255170,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255172,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255174,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255184,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255185,10.637787,11.27038,8.915704,6.917784,10.192641,9.68144,12.215072,9.405254,9.483183,10.853973,10.709535,6.858682
ENSG00000255188,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255189,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255190,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255192,0,0.195803,0,0,0.217411,0,0,0,0,0,0,0
ENSG00000255196,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255199,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255200,0.214376,0.308076,0.217593,0.064488,0.161527,0.129714,0.407671,0.858824,0.350339,1.265041,0.271374,0.194266
ENSG00000255203,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255204,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255205,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255207,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255210,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255211,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255213,0,0,0.105381,0,0,0,0,0,0,0,0,0
ENSG00000255214,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255215,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255217,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255218,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255220,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255221,0,0,0,0,0,0,0.901924,0.848991,0.226482,0,0,0
ENSG00000255222,0,0,0,0,0,0,0,0.162229,0,0.230506,0,0
ENSG00000255223,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255225,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255230,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255231,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255232,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255235,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255238,0,0,0,0,0,0,0,0,0.081443,0,0,0
ENSG00000255239,0,0,0,0,0,0,0,0,0,0,0,0.576293
ENSG00000255245,0,0,0,0,0,0,0,0,0,0.556934,0.356187,1.269719
ENSG00000255253,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255254,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255255,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255259,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255261,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255262,0.698604,0,0,0,0,0,0,0,0,0,0,0.91233
ENSG00000255265,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255266,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255268,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255273,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255274,0,0.025555,0.020637,0,0,0,0,0,0,0,0,0
ENSG00000255275,0,0.027622,0,0,0,0,0,0,0,0,0,0
ENSG00000255277,1.000797,0.217167,1.000898,0.296041,0.314329,0.47443,0,0,0,0.34619,0.936551,0.331851
ENSG00000255280,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255281,0,0,0,0,0,0,0,0,0,0,0,0.035638
ENSG00000255282,1.238214,4.103447,4.110002,0,0.028229,0.045339,2.322965,1.884033,7.111212,0,0,0
ENSG00000255283,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255285,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255286,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255287,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255288,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255291,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255292,1.244338,0,0,0,0.3451,0,0,0,0,0.272258,0.2139,0
ENSG00000255293,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255294,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255295,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255296,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255297,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255298,0.50707,0.306428,0.164544,0,0,0.068472,0.134198,0.152362,0.312682,0,0,0
ENSG00000255302,106.247474,108.488835,119.390151,122.620876,130.138701,146.67753,62.005516,92.60862,88.904837,91.664503,140.791125,149.377899
ENSG00000255303,0.028629,0.063445,0.04981,0,0.090685,0.03121,0.046731,0.035337,0.018786,0,0.072844,0.039061
ENSG00000255304,0,0,0,0,0,0,0,0,0,0,0,0.074055
ENSG00000255305,0,0,0,0,0,0,0,0,0.034214,0,0,0
ENSG00000255307,0,0,0,0,0,0,0,0.055501,0,0,0,0
ENSG00000255309,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255312,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255315,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255316,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255319,0,3.310931,0,0,0.877649,0.707841,0,0,0.64707,0,0,1.951174
ENSG00000255329,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255330,6.745297,14.620618,8.763922,0.216336,1.710801,1.911956,0,0.041744,0.110185,0.012286,0.186281,1.07416
ENSG00000255331,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255333,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255336,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255338,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255339,3.093774,0.897781,1.036026,1.66377,4.600715,5.28579,3.487713,4.48615,3.715751,2.025966,2.020871,1.947628
ENSG00000255341,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255342,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255346,0.017891,0.173363,0.934004,0,0.122945,0.013006,0,0.036391,0.116763,0.025671,0.047922,0.156306
ENSG00000255347,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255349,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255350,0,0,0.101896,0,0,0,0,0,0,0,0,0
ENSG00000255352,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255353,0,0,0,0,0,0,0,0.046247,0.049083,0,0,0
ENSG00000255356,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255358,0,0,0,0,0,0,0,0,0,0,0,0.192825
ENSG00000255359,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255360,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255361,0,0,0,0,0,0,0,0,0,0,0,0.233455
ENSG00000255365,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255368,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255369,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255370,1.013678,2.230628,0.882658,0,0.88691,0,0,0,0,0,0,0
ENSG00000255374,0,0,0,0,0.043393,0,0,0,0,0,0.04055,0
ENSG00000255376,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255377,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255378,0,0,0,0.151214,0.25239,0.162154,0,0,0,0,0,0
ENSG00000255379,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255380,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255381,0.625886,0,0.272521,0,0.27931,0,0,1.147033,0.203857,0,0,0.208617
ENSG00000255385,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255386,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255387,1.142516,0.324846,0.653262,0,0,0,0,0,0,0,0,0
ENSG00000255391,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255393,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255396,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255397,0.155828,0.083987,0,0,0,0,0.031745,0,0,0,0,0
ENSG00000255398,0.039577,0,0,0.071426,0.035777,0.114926,3.996766,3.873388,4.393281,0,0,0
ENSG00000255401,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255403,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255408,0,0,0.029895,0,0,0,0,0,0.056173,1.008387,1.739111,0.619743
ENSG00000255413,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255415,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255416,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255417,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255423,0.423866,1.142916,0.414889,1.099286,1.14882,0.922603,0.647175,0.326418,0.761795,0.696959,1.117336,0.791244
ENSG00000255424,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255425,0.222993,0,0,0,0,0,0.181072,0.137363,0.312462,0,0,0
ENSG00000255430,0,0,0,0,0,0,2.730133,0,0,0,0,0
ENSG00000255431,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255432,1.259818,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255437,1.078637,0.834403,0.536492,0,0,0,0,0,0,0,0,0
ENSG00000255439,0.329577,0.283527,2.68413,0,1.527013,2.202862,0.763415,4.211582,2.192367,0.612081,2.057353,1.964347
ENSG00000255442,0.210119,0,0,0,0,0,0.256006,0.258452,0.548933,0,0,0
ENSG00000255444,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255445,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255450,0,0,0.295512,0,0,0,0,0.278373,0.073918,0.098924,0,0.535545
ENSG00000255452,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255454,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255457,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255459,0,0,0,0,0.27269,0.109513,0,0,0,0.528799,0.255087,0
ENSG00000255460,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255463,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255464,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255466,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255469,0,2.303229,0,0,0,0,0,0,0,0,0,0
ENSG00000255481,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255483,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255485,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255486,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255489,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255490,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255492,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255493,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255497,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255499,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255500,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255501,0.733947,1.865892,1.824512,0,0.047364,0,3.528771,3.024818,2.569675,0,0.044223,0
ENSG00000255504,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255508,1.03356,1.470357,1.582881,1.902631,4.395724,3.138659,3.083071,1.98045,2.389565,0.403056,1.97238,3.016562
ENSG00000255510,0,0.115182,0.092734,0,0,0,0,0,0,0,0,0
ENSG00000255511,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255513,0,0,0,0,1.779614,1.557917,0,0,0,4.204342,0,0
ENSG00000255514,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255515,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255519,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255522,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255524,0,0,0,0,0,0,0,0,0,0.76732,0.246824,0.274789
ENSG00000255526,0,0.749932,0.862438,1.670892,0.538112,0.186699,2.123457,3.350727,1.282691,0.462283,2.147232,1.091994
ENSG00000255527,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255529,12.808787,32.58274,51.453305,62.319692,43.550235,49.157734,37.977591,45.438493,23.872738,68.343035,69.18322,47.987418
ENSG00000255530,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255531,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255532,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255533,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255534,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255535,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255536,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255538,0,0,0,0,0,0,0,0,0,0,0,0.098236
ENSG00000255540,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255541,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255543,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255544,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255547,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255549,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255550,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255551,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255552,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255554,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255556,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255560,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255561,1.225509,0.950588,1.287782,2.365651,2.877792,2.867908,1.547154,1.872687,2.266143,1.600991,1.398328,2.352772
ENSG00000255562,0,0,0,0,0.146727,0,0,0,0,0,0,0
ENSG00000255563,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255566,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255569,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255575,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255581,0,0,0,0,0,0,0,0.224224,0,0,0,0
ENSG00000255582,0,0.094453,0,0,0,0,0,0,0,0,0,0
ENSG00000255583,0.029853,0.128675,0.077916,0,0,0,0.048675,0.386531,0.136614,0,0,0
ENSG00000255585,0,0.048514,0.039147,0,0.081331,0,0,0.055455,0.058819,0.197382,0.037963,0
ENSG00000255587,0,0,0,0,0,0,0.01513,0.011441,0,0,0.015661,0
ENSG00000255622,0.106047,0.42846,0.432861,0,0,0.025302,0,0.065391,0,0.030589,0.02245,0
ENSG00000255624,0.853795,0.751471,1.426883,2.961814,4.314073,3.21646,1.20605,1.66881,1.892437,1.825014,1.755494,1.324289
ENSG00000255627,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255633,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255639,7.015745,4.647493,3.661178,4.093204,2.64256,2.888857,7.651217,7.419455,5.770405,3.570347,0.6995,0
ENSG00000255641,2.265736,2.204774,3.444493,0.601895,2.001882,1.052284,0.603896,6.765536,7.402773,1.488264,2.52865,2.864014
ENSG00000255642,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255653,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255663,0,0,0,0,0,0,0,0.35218,0,0,0.260855,0
ENSG00000255664,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255669,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255690,0,0,0,0.028768,0.028835,0.057887,0,0,0,0,0,0
ENSG00000255700,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255703,0,0,0,0,0,0,0,0,0,0,0.461195,0
ENSG00000255704,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255710,0.095879,0,0,0.259205,0.345812,0.694355,0,0.176954,0,0.083878,0.161575,0.129773
ENSG00000255713,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255725,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255726,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255730,1.316597,4.375406,0,0,0,0,0,0.940092,0,4.4682,0,3.150531
ENSG00000255734,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255749,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255753,0,0,0,0,0.400183,0,0,0,0,0,0,0
ENSG00000255757,2.521099,0.914494,0.48783,0.251287,1.001661,0,0.902548,2.055533,1.643027,1.212846,1.409579,0.56147
ENSG00000255763,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255767,9.21889,0.96058,3.440941,1.176711,0.77917,0,2.809046,2.405059,0.856586,3.016419,2.200893,2.322438
ENSG00000255769,2.528871,2.969958,4.312653,12.889584,6.594313,9.022877,2.597015,2.221519,7.747443,8.391092,5.228479,6.307579
ENSG00000255776,1.034385,0.372819,1.000221,0,0,0.166329,0,0,0,0,0,0
ENSG00000255780,0,0,0,0,1.827041,0,4.891056,0,0,0,0,0
ENSG00000255786,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255804,0.114669,0.082143,0.082932,0.053193,0.155817,0.221659,0.196183,0.176392,0.178087,0.234376,0.277075,0.310697
ENSG00000255807,0.368275,0.402027,0.641524,0,0,0,0,0,0,0,0,0
ENSG00000255815,0,0,0,0,0,0,0,0.038803,0,0.110444,0,0.085477
ENSG00000255819,0.635003,0.744006,0,0,0,0.083507,0,0.758944,0.305531,0,0.120542,0.201968
ENSG00000255823,560.85704,784.481153,750.161655,1139.731357,1401.825433,1409.503352,399.923551,714.995313,555.860116,2491.454924,3350.63563,3836.080671
ENSG00000255830,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255833,0,0,0,0,0,0.019123,0,0,0,0,0,0
ENSG00000255835,0,0,0,0,0,0,0,0,0,0,0.06183,0
ENSG00000255836,2.566934,11.505488,10.693286,0,0,0,0,0,0,0,0,0
ENSG00000255837,0.033037,0.142608,0,0.29793,0.149149,0,0,0.061034,0,0.173705,0.111435,0.134432
ENSG00000255838,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255853,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255855,0,0,0,0,0,0,0,0,0.087857,0,0,0
ENSG00000255860,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255863,1.057096,1.107235,0.933335,0,0,0.764443,0,0,0,0,0,0
ENSG00000255870,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255872,0,0,0,0.032882,0,0,0.023544,0,0,0.05673,0,0
ENSG00000255875,0.707013,0.637142,0.615305,0.106132,0,0,0,0,0,0,0,0
ENSG00000255883,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255885,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255892,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255899,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255900,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255903,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255909,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255919,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255923,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255951,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255960,0,0,0,0,0,0,0,0,0,0,0,0.219387
ENSG00000255964,9.74957,3.98204,5.513691,0,0,0,0,0,0,0,0,0
ENSG00000255965,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255967,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255972,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255973,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255974,0,0,0.05734,0,0,0,0,0,0,0,0,0
ENSG00000255976,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255977,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255982,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255986,0.94448,0.508101,0.817822,0.211598,2.327857,0.764894,1.239598,3.177342,4.295562,0.30791,1.285956,1.508088
ENSG00000255987,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255988,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255991,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255993,0.344405,0.297365,0.119894,0,0,0,0,0,0.045057,0,0,0
ENSG00000255995,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255996,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256004,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256021,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256029,2.178174,2.950923,2.2812,0.029938,0.417692,0.168619,0.405636,0.516016,0.659972,0.194687,0.267926,0.938074
ENSG00000256030,1.409202,3.097411,5.050471,0.625666,0,0.309842,0,0.690929,0,0.372823,0,0.861195
ENSG00000256035,2.496819,1.349283,0.452673,0,0,0,0.084507,0,0,0,0,0
ENSG00000256037,0,0,0,0,0.949866,0,0.171163,0.129804,0,0,0.177945,0.142183
ENSG00000256041,0.213628,0,0.185978,0,0,0,0,0,0,0,0,0
ENSG00000256043,3.506562,1.784955,1.417218,2.242999,0.674288,0.661813,0.067535,0,0,4.65564,3.309469,2.328258
ENSG00000256044,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256045,5.258613,13.266228,11.355416,15.936778,15.962069,15.974045,4.358829,7.413665,5.836258,25.944774,32.705615,34.008014
ENSG00000256053,37.640234,34.616842,56.236511,48.463284,52.581589,42.359129,60.074798,39.450832,43.050123,44.81805,53.656813,56.313185
ENSG00000256056,0,0,0,0,0,0,0,0,0.072062,0,0.092939,0
ENSG00000256060,44.37955,53.805637,51.858057,11.808288,12.447004,10.37031,14.182885,14.86653,17.961808,10.786765,15.34638,16.69728
ENSG00000256061,3.425187,6.878672,5.921441,8.007755,9.509277,7.759536,0.934527,4.146342,4.265988,3.248355,4.237283,5.796091
ENSG00000256069,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256070,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256075,0.888511,0.80545,0.689229,0,0,0,0,0,0,0,0,0
ENSG00000256079,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256081,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256087,3.141248,3.761278,0.943375,8.278197,5.343417,3.594203,1.934241,2.989379,1.935545,3.109537,3.39838,5.562898
ENSG00000256091,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256093,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256098,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256100,0.981738,0,0,0,0.221401,0,0,0,0.487148,0.430598,0.204581,0.163196
ENSG00000256103,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256108,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256125,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256134,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256136,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256138,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256148,0,0,0,0,0,0,20.242516,0,0,0,0,0
ENSG00000256157,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256159,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256162,0,0,0,0,0,0,0,0,0,0.115925,0,0
ENSG00000256167,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256171,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256176,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256181,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256189,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256192,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256206,0,0,0.292144,0.106422,0.10711,0.648624,1.15009,0.636352,0.925917,0.247791,0.743737,0.099802
ENSG00000256210,0,0,0,0,0,0,0,0,2.057477,5.459313,0,0
ENSG00000256211,0,0,0,0,0,0,0,0.1843,0,0,0,0
ENSG00000256221,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256222,0.365756,0.312652,0.3026,0.784228,0.680621,0.882981,0.424706,0.355206,0.530318,1.42289,1.955543,1.928105
ENSG00000256223,4.793315,4.198375,4.956543,6.989493,8.857656,4.871028,5.583625,7.363053,9.650378,3.254485,4.730139,4.209115
ENSG00000256229,0.02081,0.089664,0,0,0,0,2.316817,1.600741,2.372315,0.493641,0.351382,0.733951
ENSG00000256235,8.194924,17.425184,17.236331,6.743283,6.8567,5.861716,4.767449,4.5934,4.456199,1.259361,3.15619,2.569474
ENSG00000256238,1.295751,1.060167,1.510979,0,0,0,0,0,0,0,0,0
ENSG00000256243,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256254,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256263,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256269,26.754779,22.251805,24.886414,29.16463,25.339498,23.110803,33.51029,18.860907,23.112671,30.258673,20.385813,22.791542
ENSG00000256274,0.208098,0.367958,0.150871,0.031301,0.03136,0.050368,0.113072,0.085522,0.045344,0.060894,0.321974,0.589346
ENSG00000256280,0,0,0,0,0,0,0,0,0,0,1.305372,0
ENSG00000256282,0,0,0,0.405032,0,0,0,0,0.0705,0,0,0.16421
ENSG00000256283,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256285,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256293,0.202609,0.219844,0.176382,0,0,0,0,0,0,0,0,0
ENSG00000256294,1.273643,1.742612,1.208697,1.646359,2.598496,1.671951,0.891098,1.805324,1.846086,1.315055,2.284793,2.087729
ENSG00000256310,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256331,0,0,0,0,0,0,0.098755,0,0,0,0,0
ENSG00000256338,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256340,0.72062,1.058237,0.144713,0.496829,1.065434,0.635731,0,0,0,1.884092,1.385025,0.516028
ENSG00000256346,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256347,0,0,0,0,0,0,0,0,0.190178,0,0,0
ENSG00000256349,0.447568,0,0,0,0,0.130411,0,0.131893,0,1.302208,0,0.138616
ENSG00000256350,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256351,0,0,0,0,0,0,0,0,0,0,0,1.011736
ENSG00000256353,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256355,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256356,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256358,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256361,0,0,0,0.366971,0.36469,0,0.328643,0,0,0,0,0.543754
ENSG00000256371,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256372,0,0,0,0,0,0,0,0,0,0,0,0
