,DysiNKTD1_KKU213C,DysiNKTD2_KKU213C,DysiNKTD2_SSP25,iNKTD2_D131,iNKTD1,iNKTD2
ENSG00000179460,0,0,0,0,0,0
ENSG00000179476,3.310388,3.452773,4.688952,4.312068,1.893623,4.110994
ENSG00000179477,1.407118,1.301351,0.790994,0.7993,0.387633,0.165709
ENSG00000179520,0,0,0,0,0,0
ENSG00000179526,52.719792,46.65108,53.021585,49.064458,34.186259,44.681607
ENSG00000179528,1.9441,1.820374,1.063925,6.44997,0.455209,0.614456
ENSG00000179532,26.745315,12.47172,36.191693,30.328487,3.778819,5.357399
ENSG00000179542,0,0,0,0,0,0
ENSG00000179546,0,0,0.345673,0,0,0
ENSG00000179562,14.641107,15.540913,20.463101,17.261586,14.133617,15.59136
ENSG00000179564,0.209102,0,0.181488,0,0.082002,0
ENSG00000179571,0,0,0,0,0,0
ENSG00000179580,0,0,0,0,0,0
ENSG00000179583,59.410505,36.802306,55.418874,22.76866,25.430576,24.553413
ENSG00000179588,11.539545,9.742373,12.930077,9.381798,4.733976,6.653678
ENSG00000179593,0,0,0,0,0,0
ENSG00000179598,3.655935,8.045238,9.100981,8.774123,3.434638,10.515213
ENSG00000179600,0,0,0,0,0,0
ENSG00000179603,0,0.116702,0,0,0,0
ENSG00000179604,3.692911,1.561566,5.076995,4.513993,1.353685,0.743019
ENSG00000179611,0,0,0,0,0,0
ENSG00000179615,0.13358,0,0.05793,0,0,0
ENSG00000179626,0,0,0,0,0,0
ENSG00000179627,3.187508,3.329977,3.263536,5.424476,2.886893,3.007918
ENSG00000179630,3.713003,2.715247,3.909532,3.349559,3.267892,8.294911
ENSG00000179632,105.759995,114.255305,103.129213,107.873404,100.156813,111.567685
ENSG00000179636,0,0,0,0,0,0
ENSG00000179639,0,0,0,0,0,0.133981
ENSG00000179673,0,0,0,0,0,0
ENSG00000179674,0,0,0.651331,0.180988,0,0
ENSG00000179695,0,0,0,0,0,0
ENSG00000179698,2.13534,1.214876,2.495882,2.089364,0.353561,0.751477
ENSG00000179709,0,0,0,0,0,0
ENSG00000179715,79.05875,87.213769,73.898215,62.968264,48.378816,62.523565
ENSG00000179750,2.628362,2.075245,2.923719,0.886908,0.251589,1.116672
ENSG00000179751,0,0,0,0,0,0
ENSG00000179761,1.603899,0.638329,2.048469,1.263199,0.213951,0.783904
ENSG00000179766,0,0,0,0,0,0
ENSG00000179772,0,0,0,0,0,0
ENSG00000179774,0,0,0,0,0,0
ENSG00000179776,0,0,0,0,0,0
ENSG00000179796,0,0,0,0,0,0
ENSG00000179799,0,0.077238,0,0,0,0
ENSG00000179813,0,0,0,0,0,0
ENSG00000179817,0,0,0,0,0,0
ENSG00000179820,99.17084,82.1364,86.87472,87.241454,60.584037,80.143812
ENSG00000179826,0.438374,0.770045,0.270331,0.675793,0.311949,0.147458
ENSG00000179832,35.519868,31.45274,39.128415,47.015115,10.771472,20.101942
ENSG00000179833,16.255639,14.767055,18.859542,24.469775,14.220736,18.26247
ENSG00000179841,1.205608,1.680528,1.352923,2.647638,1.58145,1.503313
ENSG00000179846,0.325678,0.179502,1.676831,1.763048,0,0.322259
ENSG00000179855,0.085156,0.112289,0.146135,0.547582,0.066832,0.217603
ENSG00000179859,5.257143,2.374609,5.74695,9.430478,1.821453,5.523957
ENSG00000179862,8.871679,4.884069,20.756314,12.578168,1.628502,5.967635
ENSG00000179869,0.163501,0.138771,0.142992,0.503831,0.024623,0.096435
ENSG00000179873,0,0.02692,0,0,0,0.022826
ENSG00000179889,28.295474,44.2762,48.759705,54.124945,25.972674,25.679277
ENSG00000179899,1.812105,2.998575,2.198297,2.308354,1.31485,2.258907
ENSG00000179902,0.123176,0,0,0.13551,0,0
ENSG00000179909,0.318009,0.963081,0.747452,1.210612,0.121372,0.616944
ENSG00000179912,71.480569,79.507041,107.232665,72.155365,18.64014,46.00248
ENSG00000179913,0.481996,0.231448,0.113394,0.09446,0,0
ENSG00000179914,0,0,0,0,0,0
ENSG00000179915,0,0,0,0,0,0
ENSG00000179918,52.28621,47.368722,62.176695,78.331272,95.014103,66.658491
ENSG00000179919,0,0,0,0,0,0
ENSG00000179921,0.258189,0.174043,0.554788,0.41645,0.541025,0.309901
ENSG00000179922,2.787505,3.427124,1.604969,3.641847,2.932191,3.541866
ENSG00000179930,0,0,0,0,0,0
ENSG00000179933,33.685828,39.554166,36.081497,41.015077,51.506298,47.412813
ENSG00000179934,4.141337,6.838884,5.272125,4.458725,1.920355,18.002066
ENSG00000179938,5.799764,2.784404,7.455537,6.626208,1.009843,3.932488
ENSG00000179941,4.405189,4.336519,7.326854,7.316199,2.432407,4.947781
ENSG00000179943,7.147514,12.141042,8.093622,9.696976,10.466496,10.978739
ENSG00000179950,33.347674,29.151025,44.583233,28.561326,47.393611,63.235669
ENSG00000179954,0.279727,0.233148,0.064545,1.043397,0.03315,0.098209
ENSG00000179958,11.877113,13.263635,8.955352,20.840505,64.505338,27.608351
ENSG00000179965,4.183335,2.871666,7.117677,6.266871,2.291423,4.426332
ENSG00000179967,0.46579,0.422804,0.441711,3.951948,0,0
ENSG00000179978,0,0,0,0,0,0.840048
ENSG00000179981,22.719004,17.912836,21.123849,22.340268,14.466527,14.273318
ENSG00000179988,6.622337,5.491824,4.526991,3.168606,2.831108,3.08146
ENSG00000179994,0,0,0.093468,0,0,0.109545
ENSG00000179997,0,0,0,0,0,0
ENSG00000180008,15.474715,13.741396,24.915946,20.34923,14.774239,17.448634
ENSG00000180011,31.368614,40.762805,44.986739,45.934066,21.801651,23.064393
ENSG00000180015,0,0.477813,0.283214,0.685188,0,0.234725
ENSG00000180016,0,0,0,0,0,0
ENSG00000180019,0,0,0,0,0,0
ENSG00000180035,17.853934,14.083245,20.193281,16.656397,15.012488,13.895246
ENSG00000180042,0,0,0,0,0,0
ENSG00000180043,0,0,0,0,0,0
ENSG00000180044,0.100997,0,0.120743,0,0.164824,0
ENSG00000180053,0,0,0,0,0,0
ENSG00000180061,4.155742,3.667743,2.094949,2.498346,2.088572,5.491603
ENSG00000180068,0,0,0,0,0,0
ENSG00000180071,0,0.020056,12.725528,6.55621,0.053593,1.503014
ENSG00000180083,0,0,0,0,0,0
ENSG00000180089,21.816811,18.779937,28.699923,22.209241,7.213196,13.096533
ENSG00000180090,0,0,0,0,0,0
ENSG00000180096,279.444968,346.045979,292.721206,216.649451,269.861677,376.333094
ENSG00000180098,37.583931,37.034286,47.393821,42.582584,47.310863,47.95247
ENSG00000180104,67.677821,68.071911,64.759152,85.542026,45.066607,55.235199
ENSG00000180105,0,0,0,0,0,0
ENSG00000180113,0,0,0,0,0,0
ENSG00000180116,0.03078,0,0.144412,0.066746,0.072502,0
ENSG00000180138,0,0,0,0,0,0
ENSG00000180150,0,0,0,0,0,0
ENSG00000180152,0,0,0,0,0.188671,0
ENSG00000180155,0.111995,0,0.166351,0.477872,0.094762,0.39567
ENSG00000180172,0,0,0,0,0,0
ENSG00000180176,0.352288,0,0,0,0,0
ENSG00000180178,2.746194,0.129501,1.471232,0.617172,0.057835,1.501886
ENSG00000180182,15.197454,15.809346,33.438337,13.326235,16.28304,18.595665
ENSG00000180185,8.509984,12.792044,16.206508,18.644295,10.268059,21.256297
ENSG00000180189,0,0.458159,0.466458,0,0,0
ENSG00000180190,0,0,0,0.088575,0,0
ENSG00000180198,17.569414,12.758075,17.373566,19.245422,54.86879,24.968806
ENSG00000180205,0,0,0,0,0,0
ENSG00000180209,0,2.713485,0.450807,0,2.385807,3.208256
ENSG00000180210,0,0,0,0,0.095562,0.087847
ENSG00000180211,0,0,0,0,0,0
ENSG00000180219,0,0,0,0,0,0
ENSG00000180221,0,0.641671,0.665554,0,0,0.285401
ENSG00000180228,23.97222,27.425623,32.133002,25.341621,20.48397,21.117052
ENSG00000180229,45.755924,38.591221,63.276669,63.162523,10.580077,29.337415
ENSG00000180230,0,0,0,0,0,0
ENSG00000180233,17.754407,16.730825,26.695822,21.65684,13.233129,16.827621
ENSG00000180245,0,0,0.124991,0,0.042337,0.113425
ENSG00000180251,1.369662,1.182624,0.825881,1.749345,0.33104,0.66098
ENSG00000180257,16.214768,13.469634,17.602574,16.480123,7.412592,13.643218
ENSG00000180263,0.223898,0.14279,1.587743,0.89192,0.095426,0.112712
ENSG00000180264,0.184163,0.063585,0.039733,0.347547,0.081177,0
ENSG00000180269,0,0,0,0,0,0
ENSG00000180284,0,0,0,0,0,0
ENSG00000180287,0,0,0,0,0,0
ENSG00000180304,38.904746,44.791957,54.613593,49.738015,47.251052,49.346275
ENSG00000180305,0,0,0,0,0,0
ENSG00000180316,0.195908,0.060289,0,0,0.04022,0
ENSG00000180318,0,0,0,0,0,0
ENSG00000180329,11.944586,15.410485,12.007931,12.289024,20.23524,21.347905
ENSG00000180332,0,0,0,0,0,0
ENSG00000180336,0.088134,0.139435,0.176452,0.259877,0,0.031228
ENSG00000180340,0.465074,0.245697,1.605749,2.959651,0.21869,0.183041
ENSG00000180346,4.490446,4.154601,3.55934,4.396392,3.931372,3.692426
ENSG00000180347,0,0,0,0,0,0
ENSG00000180353,389.72238,502.77829,427.391441,428.546696,481.310402,470.427728
ENSG00000180354,20.327718,9.824144,18.939102,13.759644,3.762551,2.943455
ENSG00000180357,18.392137,15.922832,23.894022,21.819593,17.791551,14.647965
ENSG00000180370,64.239008,75.37658,66.830671,57.406339,63.332131,73.861828
ENSG00000180376,49.608466,38.712407,41.788184,35.823,13.803224,27.030179
ENSG00000180383,0,0,0,0,0,0
ENSG00000180385,7.296059,6.153548,5.916351,5.210703,11.409439,5.69822
ENSG00000180386,0,0,0,0,0,0
ENSG00000180389,0,0,0,0,0,0
ENSG00000180398,22.091248,28.313927,29.788837,37.242132,32.997383,35.5006
ENSG00000180409,0,0,0,0,0,0
ENSG00000180423,4.82001,6.68486,6.964877,4.959691,5.471941,6.420096
ENSG00000180424,0,0,0,0,0,0
ENSG00000180425,10.914342,7.539833,10.380409,11.891167,6.735976,5.518174
ENSG00000180432,0,0,0,0,0,0
ENSG00000180433,0,0,0,0,0,0
ENSG00000180437,0,0,0,0,0,0
ENSG00000180438,0,0,0,0,0,0
ENSG00000180440,0,0,0,0,0,0
ENSG00000180447,1.376771,0.088627,1.647096,1.444021,0.591868,0.132084
ENSG00000180448,402.405598,429.808172,339.433824,339.506476,235.89024,301.101584
ENSG00000180475,0,0,0,0,0,0
ENSG00000180479,5.789177,2.470214,4.434243,5.688296,0.55962,2.484614
ENSG00000180481,3.656555,0.980929,1.962079,2.466734,1.175685,1.153078
ENSG00000180483,0,0,0,0,0,0
ENSG00000180488,9.194513,9.157355,10.628079,9.910007,4.93787,7.984474
ENSG00000180509,0.271634,0,0.041758,0.350009,0.056849,0
ENSG00000180525,0,0,0,0.026407,0,0
ENSG00000180530,3.343724,3.523149,3.612769,2.632265,1.14788,1.847061
ENSG00000180532,0.10019,0,0.173108,0,0,0
ENSG00000180535,0.191346,0.283048,0.141534,0.643047,0.452226,0.151642
ENSG00000180537,0,0,0,0.800515,0,0
ENSG00000180543,0.734024,0.448075,1.259372,0.961403,0.347246,0.625199
ENSG00000180549,6.324593,10.931634,2.022801,2.576506,1.474872,20.125457
ENSG00000180573,22.395443,25.54025,10.593895,38.268035,16.917447,17.477776
ENSG00000180574,0,0,0,0,0,0
ENSG00000180581,0,0,0,0,0,20.782073
ENSG00000180592,0.013617,0.107683,0.023325,0.174781,0.01599,0.021405
ENSG00000180596,2.181079,6.697439,2.69245,4.256533,5.87142,2.583159
ENSG00000180610,0,0,0,0.108904,0,0
ENSG00000180611,8.822739,7.149083,6.365828,6.194857,10.283604,25.399127
ENSG00000180613,0,0,0,0,0,0
ENSG00000180616,0.197405,0.082325,0.117336,0.124606,0.013653,0.138535
ENSG00000180626,12.261577,7.763439,9.877932,12.172785,3.713502,5.92558
ENSG00000180628,36.11586,38.596697,31.707231,29.771062,41.225818,44.226971
ENSG00000180638,0,0,0.038289,0,0,0
ENSG00000180644,359.722861,333.926208,199.701718,302.373799,499.02952,379.898234
ENSG00000180658,0,0,0,0,0.365327,0
ENSG00000180660,0,0,0,0,0,0
ENSG00000180662,0,0,0,0,0,0
ENSG00000180663,0,0,0,0,0,0
ENSG00000180667,9.457133,7.096903,14.169994,8.143368,5.290619,5.828728
ENSG00000180673,0,0,0,0,0,0
ENSG00000180694,14.444494,9.456757,21.958166,15.489849,14.598581,17.742494
ENSG00000180697,0,0,0,0,0,0
ENSG00000180708,0,0,0,0,0,0
ENSG00000180714,0,0,0,0,0,0
ENSG00000180720,0.412544,0.485012,0.59664,0.223759,0.202224,0.216706
ENSG00000180723,0,0,0,0,0,0
ENSG00000180730,0.033154,0.087502,0.427913,2.530397,0.097394,0.078245
ENSG00000180739,27.745204,7.039348,18.392998,14.893714,15.815492,6.959217
ENSG00000180745,0,0,0,0,0,0
ENSG00000180747,92.860553,78.524714,101.219422,108.901166,26.026924,61.12844
ENSG00000180758,1.60127,1.925251,9.844834,3.016832,2.333373,0.609854
ENSG00000180764,0,0.030665,0,0,0,0
ENSG00000180767,0,0,0.097417,0,0,0
ENSG00000180770,0,0,0,0,0,0
ENSG00000180772,0,0,0,0,0,0
ENSG00000180773,13.310328,12.409565,6.140269,7.648449,12.726699,12.521641
ENSG00000180776,70.283209,73.882782,64.343214,69.689726,68.677602,82.737395
ENSG00000180777,0,0.02393,0.023381,0,0,0
ENSG00000180785,0,0,0,0,0,0
ENSG00000180787,5.059087,3.388347,4.291895,5.099113,1.362429,2.857272
ENSG00000180801,0.134883,0.117495,0.481157,1.713423,0.079342,0.104999
ENSG00000180803,0,0,0,0,0,0
ENSG00000180806,0.207262,0,0.11991,0.222856,0,0
ENSG00000180815,0,0,0.166829,0.483403,0.112268,0.061147
ENSG00000180817,39.348563,38.134769,58.718073,57.483544,103.565012,64.881241
ENSG00000180818,0.593667,0,0,3.245901,0,0
ENSG00000180822,21.143651,16.355959,24.304541,19.310724,14.107306,16.303254
ENSG00000180828,0,0,0.148129,0,0.050617,0
ENSG00000180834,0.781471,0.784712,0.883643,0.750424,0.444236,1.48574
ENSG00000180855,3.586656,1.483265,4.724927,3.858142,2.547768,1.946935
ENSG00000180867,8.118394,7.727085,3.901955,7.884435,4.224996,5.329981
ENSG00000180871,0.342284,0.144779,0,0,0.193376,0
ENSG00000180872,0,0,0,0,0,0
ENSG00000180875,0.904511,0.096973,0,0,0.103652,0.242849
ENSG00000180878,0,0,0,0.212775,0,0
ENSG00000180879,310.952083,423.637839,360.79762,441.338468,324.530296,484.02797
ENSG00000180881,6.475502,4.4706,9.778477,14.381368,2.886591,3.247384
ENSG00000180884,19.36965,15.720852,13.795476,13.273756,9.342123,12.057861
ENSG00000180891,1.041609,0.180502,2.6687,2.631687,0.104768,0.03513
ENSG00000180900,50.026094,53.668725,68.408858,62.508167,38.776461,40.078043
ENSG00000180901,25.682666,24.469266,24.697807,24.428215,18.157593,21.567707
ENSG00000180902,129.328617,66.599111,93.854232,119.067137,7.921074,16.805149
ENSG00000180909,0,0,0,0,0,0
ENSG00000180913,0,0,0,0,0,0
ENSG00000180914,0.252237,0.110866,0.19838,0.292833,0.338982,0.14874
ENSG00000180917,15.934096,16.000642,19.207124,19.488131,13.131011,18.019946
ENSG00000180919,0,0,0,0,0,0
ENSG00000180921,3.724841,3.078796,3.989449,4.82839,3.381619,3.357581
ENSG00000180926,0,0,0,0,0,0
ENSG00000180929,0,0,0,0,0,0
ENSG00000180934,0,0.018522,0,0,0,0
ENSG00000180938,0.285988,0.427589,0.344136,0.614134,0.0168,0.179947
ENSG00000180953,25.926677,19.100142,33.777771,23.092041,15.455763,18.352808
ENSG00000180957,39.44295,50.545724,59.129486,43.764529,55.262489,55.612579
ENSG00000180964,30.984389,31.732858,37.411389,38.340105,37.401257,31.659471
ENSG00000180974,0.384996,0.084669,0.165592,0.137913,0,0.100951
ENSG00000180979,15.488644,16.870309,15.265068,16.631615,17.61323,20.670336
ENSG00000180988,0.110705,0.097876,0,0,0,0
ENSG00000180992,15.086064,14.758615,29.540972,29.941573,29.634223,28.777408
ENSG00000180998,0.362722,0.173093,0.572833,0.574247,0.460462,0.417254
ENSG00000180999,0,0,0,0,0,0
ENSG00000181001,0.382846,0.228173,0.389852,0.366178,0,0.043111
ENSG00000181004,4.392096,2.617602,8.469699,4.9644,3.259013,3.824386
ENSG00000181007,4.891879,2.658566,5.935268,4.920953,2.074722,4.450369
ENSG00000181009,0,0,0,0,0,0
ENSG00000181013,0,0,0,0,0,0
ENSG00000181016,1.744334,1.955922,3.286586,2.319346,0.157196,0.463169
ENSG00000181017,0,0,0.217215,0,0,0
ENSG00000181019,10.555486,21.422895,43.801093,38.634641,123.425731,54.189637
ENSG00000181023,0.142358,0,0.122907,0.307174,0,0.149416
ENSG00000181026,18.596327,21.991414,32.005406,23.79055,30.809044,41.285204
ENSG00000181027,10.649162,11.548008,5.764742,10.774563,7.540118,17.321547
ENSG00000181029,87.750475,148.159679,71.051287,78.013765,104.545288,155.918399
ENSG00000181031,0.307466,2.888867,1.408354,4.087961,0.028831,1.315035
ENSG00000181035,41.309708,27.488097,56.500662,45.539804,22.202721,26.662717
ENSG00000181036,1.846767,0.891047,5.536752,2.65819,0.707312,0.584142
ENSG00000181038,117.804487,80.570302,119.888095,104.824787,51.102795,76.109219
ENSG00000181045,27.354513,38.183738,14.867933,32.947331,19.562712,31.602472
ENSG00000181061,53.822264,54.524402,61.148472,53.313248,111.032473,72.458754
ENSG00000181072,0,0,0,0,0,0
ENSG00000181074,0.930375,0,0.884059,0,0.13009,0
ENSG00000181085,0,0,0.900675,1.077907,0,0
ENSG00000181090,73.412688,62.843271,88.248054,95.664549,53.68484,65.814366
ENSG00000181092,0.06016,0.052882,0,0.021485,0.023553,0
ENSG00000181101,0,0,0,0,0,0
ENSG00000181104,159.267355,131.357035,96.462932,101.019974,97.937965,95.527404
ENSG00000181109,0.243917,0.107902,0,0,0.071869,0.096327
ENSG00000181126,0.250425,3.570811,4.207163,3.668282,0.100124,1.65439
ENSG00000181135,25.148967,23.367645,26.70288,33.678965,14.178984,19.17885
ENSG00000181143,0.066331,0.012186,5.131792,0.014803,0,0.012461
ENSG00000181163,582.033167,487.544636,457.357095,522.638008,963.404671,612.308347
ENSG00000181191,15.119139,9.625241,21.590823,23.109399,13.872786,13.987001
ENSG00000181192,12.03164,11.888245,15.841912,13.727552,9.320219,9.027429
ENSG00000181195,0,0,0,0,0,0
ENSG00000181201,1.918639,1.722062,0,3.342405,3.042991,2.0433
ENSG00000181214,0,0,0,0,0,0
ENSG00000181215,0.887943,0.650639,0.883212,1.125882,0.19985,0.480341
ENSG00000181218,48.431506,39.779739,46.743704,40.641967,19.247841,23.776045
ENSG00000181220,18.053419,16.102609,21.717086,19.709784,10.860336,16.930277
ENSG00000181222,98.340863,114.612389,83.939908,97.723758,51.400409,97.160207
ENSG00000181227,0.078578,0.069329,0.410074,0.256364,0.046237,0
ENSG00000181234,0,0,0,0,0,0
ENSG00000181240,0,0.06624,0,0.081592,0,0
ENSG00000181260,0,0,0,0,0,0
ENSG00000181264,3.368625,1.61994,5.472326,3.385282,1.413099,0.874796
ENSG00000181273,0,0,0,0,0,0
ENSG00000181274,6.087,9.086562,14.77717,13.598489,11.562179,8.366637
ENSG00000181282,0,0,0,0,0,0
ENSG00000181284,13.070973,16.454712,16.075874,17.779983,13.981441,19.490979
ENSG00000181291,0.041887,0,0,0,0,0.016466
ENSG00000181296,0,0,0,0,0,0
ENSG00000181315,12.965219,10.817005,12.924817,11.295527,6.838347,7.919241
ENSG00000181322,0.67334,1.789227,0.513138,1.584609,0,0.42333
ENSG00000181323,0,0,0,0,0,0
ENSG00000181333,0,0,0,0.108995,0,0
ENSG00000181350,2.839109,1.448228,3.479043,2.577558,2.131441,1.891639
ENSG00000181355,0,0,0,0,0,0
ENSG00000181358,0,0,0,0,0,0
ENSG00000181359,0,0,0,0,0,0
ENSG00000181371,0,0,0,0,0,0
ENSG00000181374,0,0,0,0,0,0
ENSG00000181378,0,0,0,0,0,0
ENSG00000181381,37.476017,32.060351,60.598151,28.605378,13.490353,27.93146
ENSG00000181392,2.127593,1.384821,5.267615,5.816023,0.194651,0.69464
ENSG00000181396,14.644743,13.082806,12.066258,14.907816,14.609085,15.745367
ENSG00000181404,14.898351,32.964639,37.106964,37.414048,8.148148,25.705536
ENSG00000181408,0,0,0,0.170435,0,0
ENSG00000181409,0.268872,0.048631,0,0.134148,0.01083,0.481709
ENSG00000181418,0.049439,0.021735,0.021227,0.079545,0.029038,0.058316
ENSG00000181433,0,0,0,0,0,0
ENSG00000181444,0.488582,0.297657,4.198225,4.880888,0,0.133258
ENSG00000181449,0,0,0,4.363925,0,0
ENSG00000181450,1.322764,1.204777,1.389487,3.671649,1.068909,1.126985
ENSG00000181458,22.229993,14.552637,17.664196,26.929059,4.621692,8.997283
ENSG00000181467,14.039775,17.769265,12.582688,12.087105,16.991735,18.763765
ENSG00000181472,41.767332,38.078081,26.643987,25.493445,30.585887,30.912328
ENSG00000181481,10.929542,10.295251,10.851081,7.818829,7.83142,7.129544
ENSG00000181499,0,0,0,0,0,0
ENSG00000181511,0,0,0,0,0,0
ENSG00000181513,50.108079,33.08203,75.299092,62.439972,8.879015,18.25013
ENSG00000181514,0,0,0,0,0,0
ENSG00000181518,0,0,0,0,0,0
ENSG00000181523,132.105505,146.792479,155.64021,193.504433,21.505035,68.375111
ENSG00000181524,0.512798,0.934505,0,0,0,0
ENSG00000181541,0,0,0,0,0,0
ENSG00000181544,1.481895,1.671312,3.480107,2.594522,5.895601,1.672254
ENSG00000181552,0,0,0,0,0,0
ENSG00000181555,66.987079,46.114094,64.439431,42.232104,21.092627,32.165357
ENSG00000181562,0,0,0,0,0,0
ENSG00000181577,0,0.373679,0,0,0.040563,0
ENSG00000181585,0,0,0.054264,0.135656,0,0
ENSG00000181588,5.127326,3.308643,9.250173,13.372363,6.394578,7.424362
ENSG00000181609,0,0,0,0,0,0
ENSG00000181610,22.752886,18.64235,22.637359,25.231525,41.977995,36.105582
ENSG00000181616,0,0,0,0.117975,0,0
ENSG00000181617,0,0,0,0,0,0
ENSG00000181619,0.782133,1.115517,0.895736,1.015908,0.111049,0.524313
ENSG00000181625,17.221423,26.105005,60.50063,19.631475,73.931833,16.474385
ENSG00000181626,0,0.085039,0.083044,0.181528,0,0
ENSG00000181631,0,0,0,0.037015,0,0
ENSG00000181634,0.134284,0.09439,0.125332,0.458863,0.015768,0.274415
ENSG00000181638,11.252969,11.090013,7.551392,12.760534,3.530014,8.44213
ENSG00000181649,4.473393,5.439388,7.947777,52.666391,1.271305,8.917176
ENSG00000181652,1.538451,4.669111,2.844273,6.367951,0.737788,3.581755
ENSG00000181656,0,0,0,0,0.015677,0.02099
ENSG00000181666,47.716436,43.426223,68.82087,52.072739,10.215368,29.097463
ENSG00000181690,1.92426,0.928943,5.197811,3.192556,0.243965,0.696059
ENSG00000181693,0,0,0,0,0,0
ENSG00000181698,0,0,0,0,0,0
ENSG00000181704,11.086866,11.816082,15.266704,13.124003,8.056042,11.66369
ENSG00000181705,0,0,0,0,0,0
ENSG00000181718,0,0,0,0,0,0
ENSG00000181722,19.749126,15.262508,26.901918,14.60757,0.289997,7.88412
ENSG00000181733,0,0.05073,0.149482,0.354378,0,0
ENSG00000181741,0,0,0,0,0,0
ENSG00000181744,12.647955,8.567014,10.712947,8.983146,11.02564,11.314111
ENSG00000181751,2.998452,4.766525,6.672543,5.046419,9.080882,8.194658
ENSG00000181752,0,0,0,0,0,0
ENSG00000181754,1.111477,0.308127,0.814421,1.817875,0.120722,0.112392
ENSG00000181761,0,0,0,0,0,0
ENSG00000181767,0,0,0,0,0,0
ENSG00000181773,0,0.081766,0,0.30049,0.13646,0.146196
ENSG00000181778,0,0,0,0,0,0
ENSG00000181780,0,0,0,0,0,0
ENSG00000181781,0,0,0,0,0,0
ENSG00000181785,5.204284,2.143328,3.003476,4.567279,0.735551,1.230429
ENSG00000181786,0,0,0,0.188781,0,0
ENSG00000181788,26.116027,27.250043,40.843226,35.061298,30.771639,26.257666
ENSG00000181789,79.583393,99.535294,106.440289,82.98146,70.054478,97.667912
ENSG00000181790,0.293492,0.265148,0.980873,1.384231,0.033938,0.273622
ENSG00000181803,0,0,0,0,0,0
ENSG00000181804,14.15734,13.305567,14.796738,13.881502,10.760137,14.742558
ENSG00000181817,44.684288,49.515611,52.390196,52.500727,66.13284,69.401575
ENSG00000181819,0,0,0,0,0,0
ENSG00000181826,22.374036,20.791312,24.015487,26.575883,15.297506,21.256163
ENSG00000181827,26.635821,25.923572,20.793169,21.675261,17.9115,19.636058
ENSG00000181830,8.369866,15.692794,9.728201,11.148524,17.312959,23.990839
ENSG00000181837,0,0,0,0,0,0
ENSG00000181847,32.632975,26.049694,11.894687,36.435958,7.716956,19.30889
ENSG00000181852,28.528907,35.114668,27.14698,33.488701,28.019598,31.105425
ENSG00000181856,0.157605,0,0,0.061734,0,0
ENSG00000181867,0,0,0,0,0,0
ENSG00000181873,3.445958,2.184066,3.236611,2.526133,3.633387,3.894108
ENSG00000181885,3.523619,2.052309,18.125046,1.976392,0.052241,0.110798
ENSG00000181894,8.678777,4.655458,6.835747,7.183285,2.861046,4.706085
ENSG00000181896,62.662241,68.756797,74.751398,62.982924,59.144903,74.510648
ENSG00000181903,0,0,0,0,0,0
ENSG00000181904,26.321433,23.250973,30.807753,27.28676,14.790406,18.224519
ENSG00000181915,8.503708,8.873888,26.135789,19.593699,17.271119,20.847715
ENSG00000181924,32.156592,44.10585,38.264637,42.256047,59.52281,51.039051
ENSG00000181927,0,0,0,0,0,0
ENSG00000181929,52.75966,61.051305,61.526545,55.583654,50.54627,62.34646
ENSG00000181938,1.859897,3.145597,1.13775,2.705832,17.802409,9.939049
ENSG00000181939,0,0,0,0,0,0
ENSG00000181943,0,0,0,0,0,0
ENSG00000181950,0,0,0,0,0,0
ENSG00000181958,0,0,0,0,0,0
ENSG00000181961,0,0,0,0,0,0
ENSG00000181963,0,0,0,0,0,0
ENSG00000181965,0,0,0,0,0,0
ENSG00000181977,0,0,0,0,0,0
ENSG00000181982,0,0,0.082074,0.153777,0,0
ENSG00000181984,0.100302,0,0,0,0,0
ENSG00000181991,38.494486,44.067752,27.867172,40.778734,64.625862,57.08534
ENSG00000181995,0,0,0,0,0,0
ENSG00000181997,0,0,0,0,0,0
ENSG00000182000,0,0,0,0,0,0
ENSG00000182004,38.222719,50.250028,33.616638,45.887298,131.444235,77.756953
ENSG00000182010,15.983908,20.112087,9.970062,23.284572,3.767705,16.766374
ENSG00000182013,0,0,0,0,0,0
ENSG00000182021,0,0.247898,0,0.053183,0,0
ENSG00000182022,0.056885,0.731217,1.868013,7.971543,0.015382,0.074536
ENSG00000182035,0,0,0,0,0,0
ENSG00000182040,0,0,0,0,0,0
ENSG00000182048,0,0,0,0,0,0
ENSG00000182050,0.073897,0.035052,0.070117,0.084613,0.010201,0.024884
ENSG00000182053,0,0,0.058574,0,0,0
ENSG00000182054,88.177653,93.273922,127.19655,77.100719,187.743228,114.726016
ENSG00000182070,0.671667,0.57332,0.65925,1.067043,0.10111,0.249325
ENSG00000182077,0,0,0,0.163579,0,0
ENSG00000182083,0,0,0,0,0,0
ENSG00000182087,344.809154,265.204555,413.906972,350.481696,129.143905,189.467654
ENSG00000182093,11.756021,13.317621,15.62859,19.100427,16.801863,18.767812
ENSG00000182095,64.812365,75.661298,37.467107,62.313343,37.204311,56.23831
ENSG00000182103,0,0,0,0,0,0
ENSG00000182107,0.532643,0.450203,0.632688,1.186447,0.192493,0.483205
ENSG00000182108,24.342547,29.008131,36.384694,30.164089,15.53082,26.547505
ENSG00000182111,0.052431,0.01536,0.014982,0.130985,0.010262,0.017435
